Nr_teste;Testar;Evidencia_sucesso;Evidencia_falha;Cliente;Cenario;Nome;CPF;Email;Celular;Objetivo_cadastro;Possui_assessor;Assessor;Abra_conta_ok;Plano;Escolha_plano_ok;Data_nascimento;Emancipado;Responsavel_legal;Nome_responsavel_legal;CPF_responsavel_legal;RG_responsavel_legal;Email_responsavel_legal;Upload_documento_antecipacao;Sexo;Email_secundario;Telefone_fixo;Pais_nascimento;Estado_nascimento;Cidade_nascimento;Nacionalidade_brasileira;Estado_civil;Nome_pai;Nome_mae;Nome_conjuge_companheiro;CPF_conjuge_companheiro;Informacoes_pessoais_ok;Tipo_documento;Numero_RG_CNH_ID_CN;Estado_emissor;Orgao_emissor;Data_emissao;Validade;Documentacao_ok;CEP;Endereco;Numero;Complemento;Bairro;Endereco_ok;Area_ocupacao;Profissao;Especifique_profissao;Vinculo_empregaticio;Trabalhando_atualmente;Alguma_empresa;Instituicao;Telefone_instituicao;Possui_endereco;Mesmo_residencial;CEP_comercial;Endereco_comercial;Numero_comercial;Complemento_comercial;Bairro_comercial;Informacoes_profissionais_ok;Bens_imoveis;Outros_bens_valores;Rendimentos_mensais;Outros_rendimentos_mensais;Valor_total_estimado_cedro;Valor_total_estimado_rb;Informacoes_financeiras_patrimoniais_ok;Tipo_conta1;Banco1;Agencia1;Conta1;Digito1;Conta_conjunta1;Conta_principal1;Titular_conta1;Nome_titular1;CPF_titular1;Comprovante_conta_bancaria1;Tipo_conta2;Banco2;Agencia2;Conta2;Digito2;Conta_conjunta2;Conta_principal2;Titular_conta2;Nome_titular2;CPF_titular2;Comprovante_conta_bancaria2;Tipo_conta3;Banco3;Agencia3;Conta3;Digito3;Conta_conjunta3;Conta_principal3;Titular_conta3;Nome_titular3;CPF_titular3;Comprovante_conta_bancaria3;Contas_bancarias_ok;Perfil_questao_1;Perfil_questao_2;Perfil_questao_3;Perfil_questao_4;Perfil_questao_5;Perfil_questao_6;Perfil_questao_7;Perfil_questao_8;Perfil_questao_8_1;Perfil_questao_8_2;Perfil_questao_8_3;Perfil_questao_8_4;Perfil_questao_9;Perfil_questao_10;Perfil_questao_11;Perfil_questao_12;Perfil_investidor_ok;Us_person;Declaracao_up;Investidor_profissional;Declaracao_ip;Investidor_qualificado;Declaracao_iq;Pessoa_vinculada_corretora;Declaracao_pvc;Pessoa_politicamente_exposta;Declaracao_ppe;Li_contrato_intermediacao;Li_contrato_instrucao_cvm_505;Li_contrato_instrucao_cvm_506;Li_regras_parametros_atuacao;Declaracoes_ok;Cadastrar_terceiros_procuradores;Emissao_ordem1;Movimentacao_conta_corrente1;Movimentacao_custodia1;Assinaturas_contratos_cambio1;Nome_procurador1;CPF_procurador1;Telefone_procurador1;Email_procurador1;Documento_procurador1;CEP_procurador1;Endereco_procurador1;Numero_procurador1;Complemento_procurador1;Bairro_procurador1;Emissao_ordem2;Movimentacao_conta_corrente2;Movimentacao_custodia2;Assinaturas_contratos_cambio2;Nome_procurador2;CPF_procurador2;Telefone_procurador2;Email_procurador2;Documento_procurador2;CEP_procurador2;Endereco_procurador2;Numero_procurador2;Complemento_procurador2;Bairro_procurador2;Terceiros_procuradores_ok;EndCor_endereco_residencial;EndCor_endereco_comercial;EndCor_por_email;EndCor_nao_desejo_receber_correspondencia;Endereco_correspondencia_ok;Li_aceito_termos;Condicoes_gerais_ok;Pendencias_comprovante_endereco;Pendencias_comprovante_doc_id;Pendencias_ok;Confirma_email;Novo_email;Confirmacao_email_ok;Cadastro_finalizado_ok
163;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
164;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
165;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
166;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
167;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
168;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
169;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
170;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
171;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
172;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
173;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
174;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
175;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
176;Não;DEV;Cedro;Auto & CEP Endereço Número Complemento e Bairro;CEP Endereço Número Complemento e Bairro;53912212856;humberto.santos@cedrotech.com;34923456789;investimento;;;ESCOLHA UM PLANO;Standard;INFORMAÇÕES PESSOAIS;09/08/1973;;;;;;;;masculino;humberto.santos@cedrotech.com;3432345678;BRASIL;MINAS GERAIS;UBERLÂNDIA;;Solteiro(a);João da Silva;Joana da Silva;;;DOCUMENTAÇÃO;CNH;1234567890;MINAS GERAIS;DEPARTAMENTO ESTDUAL DE TRÂNSITO;10/10/2016;10/10/2020;ENDEREÇO;38400100;Avenida Floriano Peixoto;12;Loja 1000;Centro;INFORMAÇÕES PROFISSIONAIS;Tecnologia;Analista de Sistemas;;Empregado do Setor Privado;Não;;;;;;;;;;;INFORMAÇÕES FINANCEIRAS E PATRIMONIAIS;"R$1,00";"R$2.000,00";"R$3.000.000,00";"R$4.000.000.000,00";"R$4.003.002.001,00";"R$2.001,00";CONTAS BANCÁRIAS;CONTA CORRENTE;001 - BCO DO BRASIL S/A;1;123;1;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFIL DE INVESTIDOR;1;1;1;1;1;1;1;1;;;;;1;;;DECLARAÇÕES;Sim;Sim;;Sim;;Sim;;Sim;Sim;TERCEIROS/PROCURADORES;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ENDEREÇO PARA CORRESPONDÊNCIA;Sim;Não;Não;Não;CONDIÇÕES GERAIS;Sim;PENDÊNCIAS;cortana.jpg;cortana.jpg;CONFIRMAÇÃO DE E-MAIL;Sim;;CADASTRO CONCLUÍDO;https://www.cedrotech.com/;;;;;;;
